Title~Link~Desc
CNN - Breaking News, Latest News and Videos~https://www.cnn.com~View the latest news and breaking news today for U.S., world, weather, entertainment, politics and health at CNN.com.
NBC News - Breaking News & Top Stories - Latest World, US & Local News | NBC News~https://www.nbcnews.com~Go to NBCNews.com for breaking news, videos, and the latest top stories in world news, business, politics, health and pop culture.
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos~https://www.foxnews.com~America is Watching.
MSNBC News - Breaking News and News Today | Latest News~https://www.msnbc.com~MSNBC breaking news and the latest news for today. Get daily news from local news reporters and world news updates with live audio & video from our team.
CNN fires Chris Cuomo for aiding his brother against sexual misconduct allegations~https://www.nbcnews.com/news/us-news/cnn-fires-chris-cuomo-suspension-rcna7245~CNN on Saturday terminated host Chris Cuomo after an investigation by the New York attorney general showed in more detail how he helped his brother, the former governor, defend himself against sexual misconduct allegations.
HuffPost - Breaking News, U.S. and World News | HuffPost~https://www.huffpost.com/~Read the latest headlines, news stories, and opinion from Politics, Entertainment, Life, Perspectives, and more.
SENATE | Fox News~https://www.foxnews.com/category/politics/senate~SENATE
News, sport and opinion from the Guardian's US edition | The Guardian~http://www.theguardian.com/us~Latest US news, world news, sports, business, opinion, analysis and reviews from the Guardian, the world's leading liberal voice
Another Team Trump lawyer to plead the Fifth in Jan. 6 probe~https://www.msnbc.com/rachel-maddow-show/another-team-trump-lawyer-plead-fifth-jan-6-probe-n1285331~For the second time this week, a lawyer close to Donald Trump has told the Jan. 6 committee that he will plead the Fifth.
The Economist - World News, Politics, Economics, Business & Finance~https://www.economist.com~Authoritative global news and analysis. The Economist offers fair-minded, fact-checked coverage of world politics, economics, business, science, culture and more
EXECUTIVE | Fox News~https://www.foxnews.com/category/politics/executive~EXECUTIVE
AIR AND SPACE | Fox News~https://www.foxnews.com/category/science/air-and-space~AIR AND SPACE
Judge blocks new Texas social media law in blow to Republican trolls everywhere~https://www.msnbc.com/the-reidout/reidout-blog/judge-blocks-texas-social-media-law-rcna7563~A federal judge temporarily blocked HB 20, a new Republican-backed Texas law that would allow social media users censored online to sue for reinstatement.
Fox News Video~https://video.foxnews.com/~Watch the latest politics, entertainment and breaking news videos at FoxNews.com
Biden’s infrastructure plans are taking flight. But inequality concerns remain.~https://www.msnbc.com/the-reidout/reidout-blog/biden-water-infrastructure-inequality-rcna7581~The first big slice of funds from the recently passed bipartisan infrastructure package is being distributed to states in need of water infrastructure repairs
News, sport and opinion from the Guardian's US edition | The Guardian~http://www.theguardian.com/us~Latest US news, world news, sports, business, opinion, analysis and reviews from the Guardian, the world's leading liberal voice
ENVIRONMENT | Fox News~https://www.foxnews.com/category/world/environment~ENVIRONMENT
RELIGION | Fox News~https://www.foxnews.com/category/world/religion~RELIGION
SCANDALS | Fox News~https://www.foxnews.com/category/world/scandals~SCANDALS
GLOBAL ECONOMY | Fox News~https://www.foxnews.com/category/world/global-economy~GLOBAL ECONOMY
First big tranche of infrastructure dollars heading to states for water, lead pipes~https://www.nbcnews.com/politics/politics-news/first-big-tranche-infrastructure-dollars-heading-states-water-lead-pipes-n1285253~EPA Administrator Michael Regan said it was the “single largest investment in water infrastructure” in the history of the federal government.
Technology | Fox Business~https://www.foxbusiness.com/technology~Technology news on Fox Business
EPA Announces Water Infrastructure Funding for States Through the Bipartisan Infrastructure Law, Calls for Prioritizing Underserved Communities | US EPA~https://www.epa.gov/newsreleases/epa-announces-water-infrastructure-funding-states-through-bipartisan-infrastructure~EPA News Release: EPA Announces Water Infrastructure Funding for States Through the Bipartisan Infrastructure Law, Calls for Prioritizing Underserved Communities
Biden just signed the infrastructure bill into law. Get in, we're going shopping!~https://www.msnbc.com/the-reidout/reidout-blog/biden-signs-infrastructure-bill-rcna5590~President Joe Biden signed the bipartisan infrastructure bill into law Monday. Here's what taxpayers should expect to get for their contribution to this historic effort.
Supreme Court's Mississippi abortion ignorance could doom Roe~https://www.msnbc.com/the-reidout/reidout-blog/supreme-courts-mississippi-abortion-ignorance-doom-roe-rcna7463~During oral arguments over Mississippi’s 15-week abortion ban, the Supreme Court’s conservative majority appeared ignorant of how abortions and pregnancy work.
Ex-KKK leader David Duke takes credit for Donald Trump and Tucker Carlson~https://www.msnbc.com/the-reidout/reidout-blog/david-duke-donald-trump-tucker-carlson-rcna3413~"Former Ku Klux Klan leader David Duke said Donald Trump and Tucker Carlson owe him credit after taking his racist ideas about ""white replacement."""
Vaccine misinformation poised to spike as Covid shots for kids roll out~https://www.nbcnews.com/tech/tech-news/vaccine-misinformation-poised-spike-covid-shots-kids-roll-rcna4360~Dr. Natasha Burgert is well aware of the concerns parents have about the Covid-19 vaccines.
Twitter flags GOP lawmaker's anime video depicting him killing Ocasio-Cortez, attacking Biden as 'hateful conduct'~https://www.nbcnews.com/politics/politics-news/gop-lawmaker-tweets-altered-anime-video-depicting-him-killing-ocasio-n1283527~"Twitter flagged the tweet Monday evening, saying it violated its policy on ""hateful conduct."" However, the post remained accessible for the ""public interest."""
Biden's big infrastructure ambitions are now up to the states~https://www.nbcnews.com/politics/white-house/biden-s-big-infrastructure-ambitions-are-now-states-n1284258~The Biden administration has said the infrastructure law would help achieve its climate and equity goals. But it will largely be up to states to decide to spend the on projects that meet the goals.
Democrats can’t let Republicans bully them with their 'religious freedom' act~https://www.msnbc.com/the-reidout/reidout-blog/democrats-cant-let-republicans-bully-religious-freedom-act-rcna7475~Wednesday’s intense Supreme Court hearing over abortion rights was a reminder that American politics remains gripped by a small, vocal minority of religious
Biden sells infrastructure law in visit to 'structurally deficient' New Hampshire bridge~https://www.nbcnews.com/politics/white-house/biden-sell-infrastructure-law-visit-structurally-deficient-new-hampshire-bridge-n1283931~"The bridge has been on the state's ""red list"" since 2013, requiring inspections twice a year because of poor conditions."
Biden signs infrastructure bill, marking victory in hard-fought legislative battle~https://www.nbcnews.com/politics/white-house/biden-sign-infrastructure-bill-marking-victory-hard-fought-legislative-battle-n1283910~The act will direct billions of dollars towards new construction on roads, bridges, airports and seaports.
Michigan tells majority Black city of Benton Harbor not to drink lead-laced water~https://www.msnbc.com/the-reidout/watch/michigan-tells-majority-black-city-of-benton-harbor-not-to-drink-lead-laced-water-123401797648~Last week, the state of Michigan told the residents of Benton Harbor -- a majority black city -- not to drink their tap water -- this was almost three years after lead was detected in the city's pipes, with numbers far higher than the federal action level, and higher than Flint's at the height of its water crisis. NBC's Meagan Fitzgerald brings the latest from Benton Harbor.
Misinformation by a thousand cuts: Varied rigged election claims circulate~https://www.nbcnews.com/tech/tech-news/misinformation-thousand-cuts-varied-rigged-election-claims-circulate-n1247476~A dizzying array of false claims and conspiracy theories have dominated social and ultraconservative media since the early morning after Election Day.
Ahmaud Arbery trial defense attorney tries to bar Black pastors from courtroom~https://www.msnbc.com/the-reidout/reidout-blog/ahmaud-arbery-trial-defense-attorney-black-pastors-rcna5339~A defense attorney for William Bryan, one of the three men charged with murder in the death of Ahmaud Arbery, tried to have Black pastors barred from the courtroom.
Careers at WarnerMedia | WarnerMedia jobs~https://warnermediacareers.com/global/en/home~home
Will Biden's infrastructure plan fix years of inequality, or make things worse?~https://www.msnbc.com/the-reidout/will-biden-s-infrastructure-plan-fix-years-inequality-or-make-n1279428~The Biden administration must guarantee a windfall of federal dollars doesn’t fall into the wrong hands and worsen inequality.
Why the NSA wants to protect you from your toothbrush~https://www.msnbc.com/the-reidout/reidout-blog/nsa-internet-of-things-rcna5469~The NSA is raising awareness on the inherent risks of web-based devices and the internet of things to national security and personal security.
ReidOut Blog | The ReidOut with Joy Reid - MSNBC~https://www.msnbc.com/reidoutblog~The ReidOut Blog is a digital extension of 'The ReidOut' with Joy Reid. Writer Ja'han Jones sheds light on issues at the intersection of politics, race and culture.
Women's Health Protection Act codifying Roe v. Wade into law advocated for by Rep. Pressley~https://www.msnbc.com/the-reidout/watch/women-s-health-protection-act-codifying-roe-v-wade-into-law-advocated-for-by-rep-pressley-127678021922~The Women's Health Protection Act, which would codify Roe v. Wade into law, is advocated for by Rep. Ayanna Pressley, as it becomes clear that all six conservative justices on the Supreme Court seem potentially interested in upholding Mississippi’s de facto abortion ban.
YouTube cracks down on anti-vaccine videos, bans major accounts~https://www.nbcnews.com/tech/tech-news/youtube-cracks-anti-vaccine-videos-bans-major-accounts-rcna2400~YouTube says it has shut two German channels of Russian state broadcaster RT in a move centering on alleged coronavirus misinformation.
Biden support for Title 42 faces scrutiny after CDC official's interview~https://www.msnbc.com/the-reidout/reidout-blog/biden-title-42-trump-cdc-rcna5589~The Biden administration continues to enforce Title 42, a cruel border policy enacted during the Trump administration. But a former CDC official said the policy isn't based in science.
Democrats clear procedural hurdle for Biden's $1.75 trillion social spending bill~https://www.nbcnews.com/politics/congress/democrats-eye-friday-vote-biden-s-spending-bills-still-wrangling-n1283353~"The vote came after a deal between progressive and centrist Democrats to pass the infrastructure bill and move forward on the ""Build Back Better"" act."
Joe Biden - MSNBC~https://www.msnbc.com/joe-biden~Latest news and videos about Joe Biden from MSNBC
For Trump's 'rigged' election claims, an online megaphone awaits~https://www.nbcnews.com/tech/tech-news/trump-s-rigged-election-claims-online-megaphone-awaits-n1243309~A sizable online network built around the president is poised to amplify claims about a rigged election, adding reach and enthusiasm to otherwise evidence-free allegations.
Georgetown Law Professor: The Trump effort to undermine the election is ‘almost certainly doomed’~https://www.msnbc.com/katy-tur/watch/georgetown-law-professor-the-trump-effort-to-undermine-the-election-is-almost-certainly-doomed-95730757535~"Katy Tur is joined for a discussion by Georgetown Law Professor, Rosa Brooks. She is the Organizer of the Transition Integrity Project, which brought together a bipartisan group of experts over the summer to ""war-game"" potential scenarios around the election, for example, what if President Trump lost the election and refused to concede."
Maternal Mortality Maternity Care US Compared 10 Other Countries | Commonwealth Fund~https://www.commonwealthfund.org/publications/issue-briefs/2020/nov/maternal-mortality-maternity-care-us-compared-10-countries~Overview of differences in maternal mortality, maternal care workforce, and access to postpartum care and social protections in the U.S. and 10 other countries.
Cable news mostly mum on Paul Gosar’s violent AOC tweet~https://www.msnbc.com/the-reidout/reidout-blog/paul-gosar-tweet-alexandria-ocasio-cortez-cable-news-rcna5082~GOP Rep. Paul Gosar's violent tweet attacking Democratic Rep. Alexandria Ocasio-Cortez has received relatively minimal media attention, a new Media Matters report reveals.
Congress News: U.S. Senate & House of Representatives News - NBC News | NBC News~https://www.nbcnews.com/politics/congress~Find the latest news from Congress covering policy and the issues on http://www.nbcnews.com. Read headlines covering both Democratic &amp; Republican senators & representatives.
FACT SHEET: Historic Bipartisan Infrastructure Deal | The White House~https://www.whitehouse.gov/briefing-room/statements-releases/2021/07/28/fact-sheet-historic-bipartisan-infrastructure-deal/~Today, the President and the bipartisan group announced agreement on the details of a once-in-a-generation investment in our infrastructure, which will be
House Democrats expected to vote on Biden’s infrastructure bill~https://www.nbcnews.com/video/house-democrats-expected-to-vote-on-biden-s-infrastructure-bill-125527621839~House Speaker Nancy Pelosi announced she would hold a vote on the bipartisan infrastructure bill tonight despite progressive demands to vote on the social and climate spending plan at the same time.
COVID-19 misinformation decried by U.S. Surgeon General Dr. Vivek Murthy~https://www.msnbc.com/the-reidout/watch/covid-19-misinformation-decried-by-u-s-surgeon-general-dr-vivek-murthy-123045445545~U.S. Surgeon General Dr. Vivek Murthy addresses the growing movement of rejecting the safe, free, life-saving COVID-19 vaccines.
Amy Klobuchar to end 2020 presidential campaign, endorse Joe Biden~https://www.msnbc.com/msnbc/watch/amy-klobuchar-to-end-2020-presidential-campaign-endorse-joe-biden-79827013823~Sen. Amy Klobuchar, who campaigned as a moderate Democrat who would “get things done,” will drop out of the 2020 presidential race. Klobuchar surprised early with a third-place finish in New Hampshire, but her campaign had sputtered in the weeks since. She will endorse Joe Biden later on Monday.
Why Credentials Are the Achilles Heel of IoT Security~https://www.iotforall.com/why-credentials-are-the-achilles-heel-of-iot-security~The security of IoT devices hinges on the strength of their credentials. Companies need to take steps to ensure that strong credentials are used organization-wide.
Question about infrastructure bill projects is 'will any of this take effect immediately'~https://www.msnbc.com/mtp-daily/watch/question-about-infrastructure-bill-projects-is-will-any-of-this-take-effect-immediately-126363717705~NBC News correspondent Josh Lederman discusses President Biden's push to sell the infrastructure deal as he heads to New Hampshire.
The right's NSA conspiracy theory comes into sharper focus~https://www.msnbc.com/rachel-maddow-show/right-s-nsa-conspiracy-theory-comes-sharper-focus-n1273393~New reporting on the NSA, Russia, and Tucker Carlson is bringing an odd story into sharper focus.
KFF COVID-19 Vaccine Monitor Dashboard | KFF~https://www.kff.org/coronavirus-covid-19/dashboard/kff-covid-19-vaccine-monitor-dashboard/~Using a combination of surveys and focus groups, the KFF COVID-19 Vaccine Monitor will track the dynamic nature of public reactions as vaccine development unfolds, including vaccine confidence and …
Office of Management and Budget | The White House~https://www.whitehouse.gov/omb/~The Office of Management and Budget oversees the implementation of the President’s vision across the Executive Branch. OMB carries out its mission through
Smart House 20 Year Anniversary! 🏠 | Disney Channel Original Movie - YouTube~https://www.youtube.com/watch?v=RxUZb3WnTpo~Before there was Alexa, there was Pat, the smartest house that's ever existed! Celebrate 20 years with this nostalgic throwback!#smarthouse #disneychannel #dcom
The ReidOut - NBC.com~https://www.nbc.com/the-reidout~Find The ReidOut on NBC.com and the NBC App. Joy Reid conducts one-on-one conversations with politicians and newsmakers.
White House Fellows | The White House~https://www.whitehouse.gov/get-involved/fellows/~White House Fellows gain first-hand experience in the process of governing the Nation and a sense of personal involvement in the leadership of society.
Our Government | The White House~https://www.whitehouse.gov/about-the-white-house/our-government/~The U.S. Federal Government is composed of three distinct branches.
Write or Call the White House | The White House~https://www.whitehouse.gov/get-involved/write-or-call/~How you can write or all the White House
Get Involved | The White House~https://www.whitehouse.gov/get-involved/~Getting involved with the Biden-Harris Administration
Advertise with IoT For All - Join the IoT For All Partner Program~https://www.iotforall.com/advertise~Advertise your business or event on IoT For All, a leading publication centered around the Internet of Things and related disciplines.
About The White House | The White House~https://www.whitehouse.gov/about-the-white-house/~The White House is where the President and First Family of the United States live and work — but it’s also the People's House, where we hope all Americans
The Grounds | The White House~https://www.whitehouse.gov/about-the-white-house/the-grounds/~Explore the buildings and facilities of the White House
NBC - YouTube~https://www.youtube.com/channel/UCccjdJEay2hpb5scz61zY6Q~Welcome to the official YouTube channel for the NBC television network. Watch your favorite dramas, comedies, true crime, reality, plus news, sports, and pop culture updates on Peacock, the new streaming service from NBCUniversal.
Peacock: Stream TV and Movies Online, Watch Live News and Sports~https://www.peacocktv.com/~Watch TV shows and movies online with Peacock. Stream iconic shows and movies, exclusive Peacock originals, live news and sports and more.
Join Us | The White House~https://www.whitehouse.gov/get-involved/join-us/~Today, our country faces multiple crises that impact our lives, livelihoods, and the very soul of our nation: the worst pandemic in over 100 years, the
Enviar Correspondencia o Llamar a la Casa Blanca | La Casa Blanca~https://www.whitehouse.gov/es/como-participar/enviar-correspondencia-o-llamar/~Cómo puede enviar correspondencia o llamar a la Casa Blanca
First Families | The White House~https://www.whitehouse.gov/about-the-white-house/first-families/~Martha Dandridge Custis WashingtonAbigail Smith AdamsMartha Wayles Skelton JeffersonDolley Payne Todd MadisonElizabeth Kortright MonroeLouisa Catherine
Acerca de la Casa Blanca | La Casa Blanca~https://www.whitehouse.gov/es/acerca-de-la-casa-blanca/~La Casa Blanca es el lugar donde viven y trabajan el presidente y la primera familia de los Estados Unidos; pero también es la Casa del Pueblo, en donde
Peacock - Choose a Plan~https://www.peacocktv.com/plans/all-monthly~Select your Peacock Plan so you can enjoy all your favorite shows.
How YouTube Works - Product Features, Responsibility, & Impact~https://www.youtube.com/howyoutubeworks/~Discover how YouTube Products work and what we're doing to protect our community so that creativity, diversity, and respect are able to thrive.
Cómo Participar | La Casa Blanca~https://www.whitehouse.gov/es/como-participar/~Cómo participar en la administración Biden-Harris
Nuestro Gobierno | La Casa Blanca~https://www.whitehouse.gov/es/acerca-de-la-casa-blanca/nuestro-gobierno/~The U.S. Federal Government is composed of three distinct branches.
NBC~https://nbctv.tumblr.com/?og=1~The official NBC Tumblr
Instalaciones de uso Presidencial | La Casa Blanca~https://www.whitehouse.gov/es/acerca-de-la-casa-blanca/instalaciones-de-uso-presidencial/~Explorar los edificios y las instalaciones de la Casa Blanca
Trump advisor Kellyanne Conway mocked for spy 'microwaves' claims~https://www.cnbc.com/2017/03/13/trump-advisor-kellyanne-conway-mocked-for-spy-microwaves-claims.html~"Kellyanne Conway says that surveillance could be done with ""microwaves that turn into cameras."""
Oficina de Asuntos Intergubernamentales | La Casa Blanca~https://www.whitehouse.gov/es/iga/~La Oficina de Asuntos Intergubernamentales trabaja para facilitar la interacción entre los gobiernos estatales, locales y tribales, además de funcionarios
Consejo de Seguridad Nacional | La Casa Blanca~https://www.whitehouse.gov/es/nsc/~El Consejo de Seguridad Nacional es el foro principal del presidente para la toma de decisiones sobre la seguridad nacional y la política externa con sus
Consejo Económico Nacional | La Casa Blanca~https://www.whitehouse.gov/es/nec/~El Consejo Económico Nacional (NEC, por sus siglas en inglés) fue creado en 1993 con el objetivo de asesorar al presidente en materia de políticas
Consejo de Política Interna | La Casa Blanca~https://www.whitehouse.gov/es/dpc/~El Consejo de Política Interna (DPC, por sus siglas en inglés) impulsa el desarrollo e implementación de la agenda de política interna del presidente
Peacock - YouTube~https://www.youtube.com/channel/UCPgMAS8woHJ_o_OZdTR7kcQ~The streaming service from NBCUniversal that’s as free as a bird. Current hits. Timeless classics. Timely updates. Stream Now With Peacock, stream current hits, hundreds of movies, thousands of episodes of TV shows, and exclusive Originals – plus timely news, live sports, WWE, and daily pop culture. Peacock’s got all your faves, including Parks & Rec, Yellowstone, Modern Family, and every episode of The Office.
NBC (nbctv) - Profile | Pinterest~https://www.pinterest.com/nbctv/~NBC | The official profile for NBC.
Consejo de Calidad Ambiental | La Casa Blanca~https://www.whitehouse.gov/es/ceq/~El Consejo de Calidad Ambiental (CEQ, por sus siglas en inglés) fue creado en 1969 por la Ley Nacional de Política Ambiental (NEPA, por sus siglas en
Consejo de Asesores Económicos | La Casa Blanca~https://www.whitehouse.gov/es/cea/~El Consejo de Asesores Económicos (CEA, por sus siglas en inglés), establecido por el Congreso en 1946, se encarga de aconsejar al presidente sobre
Peacock: Stream TV and Movies Online, Watch Live News and Sports~https://www.peacocktv.com/~Watch TV shows and movies online with Peacock. Stream iconic shows and movies, exclusive Peacock originals, live news and sports and more.
Warren Buffett Archive~https://buffett.cnbc.com/warren-buffett-archive/~"The Warren Buffett Archive is the world’s largest collection of Buffett speaking about business, investing, money and life.
